TransactionID,CustomerID,ProductID,TransactionDate,Quantity,Price,Discount,TotalAmount
T00330,C126,P026,2024-02-24 16:02:52.972972973,2,513.59,0.03,996.36
T00331,C151,P043,2024-02-24 20:02:09.729729729,5,968.12,0.26,3582.04
T00332,C061,P024,2024-02-25 00:01:26.486486486,5,1704.37,0.21,6732.26
T00333,C117,P004,2024-02-25 04:00:43.243243243,4,1217.98,0.19,3946.26
T00334,C022,P011,2024-02-25 08:00:00.000000000,4,1868.32,0.02,7323.81
T00335,C134,P024,2024-02-25 11:59:16.756756756,3,874.01,0.11,2333.61
T00336,C120,P040,2024-02-25 15:58:33.513513513,3,1726.04,0.18,4246.06
T00337,C147,P012,2024-02-25 19:57:50.270270270,3,983.74,0.17,2449.51
T00338,C123,P005,2024-02-25 23:57:07.027027027,3,129.17,0.08,356.51
T00339,C125,P022,2024-02-26 03:56:23.783783783,2,538.71,0.07,1002.0
T00340,C151,P022,2024-02-26 07:55:40.540540540,1,625.0,0.26,462.5
T00341,C181,P040,2024-02-26 11:54:57.297297297,4,1152.82,0.09,4196.26
T00342,C017,P001,2024-02-26 15:54:14.054054054,3,530.99,0.09,1449.6
T00343,C019,P007,2024-02-26 19:53:30.810810811,5,828.38,0.11,3686.29
T00344,C126,P003,2024-02-26 23:52:47.567567567,1,1368.95,0.2,1095.16
T00345,C003,P011,2024-02-27 03:52:04.324324324,5,1954.23,0.17,8110.05
T00346,C109,P012,2024-02-27 07:51:21.081081081,4,456.85,0.28,1315.73
T00347,C114,P036,2024-02-27 11:50:37.837837838,5,1234.88,0.12,5433.47
T00348,C042,P034,2024-02-27 15:49:54.594594594,1,1852.78,0.23,1426.64
T00349,C006,P003,2024-02-27 19:49:11.351351351,5,207.85,0.12,914.54
T00350,C042,P049,2024-02-27 23:48:28.108108108,1,1360.35,0.01,1346.75
T00351,C110,P044,2024-02-28 03:47:44.864864865,2,1220.16,0.11,2171.88
T00352,C045,P035,2024-02-28 07:47:01.621621621,3,409.9,0.16,1032.95
T00353,C077,P023,2024-02-28 11:46:18.378378378,4,1762.58,0.09,6415.79
T00354,C110,P024,2024-02-28 15:45:35.135135135,4,1094.05,0.01,4332.44
T00355,C146,P016,2024-02-28 19:44:51.891891892,4,1058.63,0.24,3218.24
T00356,C028,P040,2024-02-28 23:44:08.648648648,1,1616.94,0.02,1584.6
T00357,C106,P039,2024-02-29 03:43:25.405405405,5,1142.32,0.21,4512.16
T00358,C185,P027,2024-02-29 07:42:42.162162162,2,415.36,0.1,747.65
T00359,C096,P015,2024-02-29 11:41:58.918918919,1,1706.66,0.29,1211.73
T00360,C131,P002,2024-02-29 15:41:15.675675675,2,877.02,0.23,1350.61
T00361,C050,P014,2024-02-29 19:40:32.432432432,1,1917.13,0.19,1552.88
T00362,C187,P029,2024-02-29 23:39:49.189189189,3,683.27,0.02,2008.81
T00363,C153,P022,2024-03-01 03:39:05.945945946,3,86.71,0.11,231.52
T00364,C062,P050,2024-03-01 07:38:22.702702702,3,1722.07,0.11,4597.93
T00365,C185,P026,2024-03-01 11:37:39.459459459,1,1145.42,0.24,870.52
T00366,C069,P006,2024-03-01 15:36:56.216216216,4,270.08,0.18,885.86
T00367,C069,P017,2024-03-01 19:36:12.972972973,5,967.09,0.1,4351.9
T00368,C046,P002,2024-03-01 23:35:29.729729729,3,1181.2,0.07,3295.55
T00369,C123,P038,2024-03-02 03:34:46.486486486,4,641.57,0.17,2130.01
T00370,C088,P026,2024-03-02 07:34:03.243243243,5,496.25,0.12,2183.5
T00371,C145,P012,2024-03-02 11:33:20.000000000,4,914.49,0.16,3072.69
T00372,C008,P022,2024-03-02 15:32:36.756756756,5,246.28,0.17,1022.06
T00373,C066,P010,2024-03-02 19:31:53.513513513,1,802.7,0.12,706.38
T00374,C181,P050,2024-03-02 23:31:10.270270270,4,395.43,0.04,1518.45
T00375,C094,P010,2024-03-03 03:30:27.027027027,2,1524.41,0.03,2957.36
T00376,C137,P023,2024-03-03 07:29:43.783783783,3,442.63,0.02,1301.33
T00377,C192,P027,2024-03-03 11:29:00.540540540,5,549.57,0.13,2390.63
T00378,C019,P030,2024-03-03 15:28:17.297297297,5,1495.81,0.22,5833.66
T00379,C132,P018,2024-03-03 19:27:34.054054054,1,893.58,0.22,696.99
T00380,C192,P041,2024-03-03 23:26:50.810810810,2,1536.99,0.17,2551.4
T00381,C156,P035,2024-03-04 03:26:07.567567567,3,749.4,0.22,1753.6
T00382,C096,P027,2024-03-04 07:25:24.324324324,4,1676.83,0.03,6506.1
T00383,C007,P016,2024-03-04 11:24:41.081081081,4,1212.97,0.08,4463.73
T00384,C048,P007,2024-03-04 15:23:57.837837837,3,960.04,0.01,2851.32
T00385,C189,P014,2024-03-04 19:23:14.594594594,3,1900.08,0.27,4161.18
T00386,C166,P016,2024-03-04 23:22:31.351351351,1,1291.0,0.22,1006.98
T00387,C188,P020,2024-03-05 03:21:48.108108108,2,297.86,0.24,452.75
T00388,C115,P033,2024-03-05 07:21:04.864864865,1,448.6,0.17,372.34
T00389,C138,P024,2024-03-05 11:20:21.621621621,2,469.28,0.14,807.16
T00390,C135,P020,2024-03-05 15:19:38.378378378,2,676.05,0.2,1081.68
T00391,C105,P042,2024-03-05 19:18:55.135135135,3,1058.16,0.26,2349.12
T00392,C135,P024,2024-03-05 23:18:11.891891892,2,156.71,0.15,266.41
T00393,C083,P009,2024-03-06 03:17:28.648648648,1,1801.69,0.12,1585.49
T00394,C116,P047,2024-03-06 07:16:45.405405405,3,1438.98,0.06,4057.92
T00395,C130,P007,2024-03-06 11:16:02.162162162,5,367.91,0.05,1747.57
T00396,C126,P009,2024-03-06 15:15:18.918918919,3,1169.83,0.05,3334.02
T00397,C101,P040,2024-03-06 19:14:35.675675675,5,708.82,0.08,3260.57
T00398,C107,P022,2024-03-06 23:13:52.432432432,3,1600.15,0.25,3600.34
T00399,C174,P022,2024-03-07 03:13:09.189189189,2,1475.29,0.24,2242.44
T00400,C088,P021,2024-03-07 07:12:25.945945946,5,1972.73,0.09,8975.92
T00401,C172,P043,2024-03-07 11:11:42.702702702,5,70.2,0.01,347.49
T00402,C133,P011,2024-03-07 15:10:59.459459459,3,1621.82,0.18,3989.68
T00403,C111,P020,2024-03-07 19:10:16.216216216,1,1665.63,0.17,1382.47
T00404,C199,P007,2024-03-07 23:09:32.972972973,3,1856.08,0.17,4621.64
T00405,C153,P041,2024-03-08 03:08:49.729729729,1,288.5,0.06,271.19
T00406,C043,P022,2024-03-08 07:08:06.486486486,3,1352.41,0.25,3042.92
T00407,C090,P028,2024-03-08 11:07:23.243243243,3,1046.66,0.01,3108.58
T00408,C014,P047,2024-03-08 15:06:40.000000000,4,1905.92,0.22,5946.47
T00409,C007,P034,2024-03-08 19:05:56.756756756,4,65.69,0.26,194.44
T00410,C030,P003,2024-03-08 23:05:13.513513513,1,1025.36,0.27,748.51
T00411,C118,P021,2024-03-09 03:04:30.270270270,2,1343.03,0.17,2229.43
T00412,C089,P012,2024-03-09 07:03:47.027027027,4,1440.18,0.16,4839.0
T00413,C040,P007,2024-03-09 11:03:03.783783783,4,1076.15,0.21,3400.63
T00414,C174,P047,2024-03-09 15:02:20.540540540,1,1730.03,0.02,1695.43
T00415,C033,P022,2024-03-09 19:01:37.297297297,5,1232.26,0.09,5606.78
T00416,C025,P021,2024-03-09 23:00:54.054054054,3,1418.33,0.07,3957.14
T00417,C174,P011,2024-03-10 03:00:10.810810810,1,478.73,0.16,402.13
T00418,C146,P044,2024-03-10 06:59:27.567567567,4,1992.86,0.28,5739.44
T00419,C025,P038,2024-03-10 10:58:44.324324324,3,1965.81,0.04,5661.53
T00420,C166,P049,2024-03-10 14:58:01.081081081,2,761.33,0.02,1492.21
T00421,C166,P021,2024-03-10 18:57:17.837837837,3,920.15,0.17,2291.17
T00422,C086,P027,2024-03-10 22:56:34.594594594,2,467.1,0.04,896.83
T00423,C039,P023,2024-03-11 02:55:51.351351351,4,1712.19,0.05,6506.32
T00424,C130,P033,2024-03-11 06:55:08.108108108,4,932.11,0.16,3131.89
T00425,C008,P050,2024-03-11 10:54:24.864864864,4,222.77,0.26,659.4
T00426,C199,P048,2024-03-11 14:53:41.621621621,5,701.92,0.25,2632.2
T00427,C091,P047,2024-03-11 18:52:58.378378378,3,1648.1,0.19,4004.88
T00428,C026,P024,2024-03-11 22:52:15.135135135,4,1646.82,0.24,5006.33
T00429,C032,P010,2024-03-12 02:51:31.891891892,4,1922.16,0.13,6689.12
T00430,C116,P026,2024-03-12 06:50:48.648648648,2,1889.58,0.17,3136.7
T00431,C058,P042,2024-03-12 10:50:05.405405405,2,1169.02,0.26,1730.15
T00432,C053,P017,2024-03-12 14:49:22.162162162,5,1661.86,0.05,7893.83
T00433,C172,P037,2024-03-12 18:48:38.918918919,1,1223.38,0.19,990.94
T00434,C040,P047,2024-03-12 22:47:55.675675675,3,1633.81,0.29,3480.02
T00435,C080,P014,2024-03-13 02:47:12.432432432,5,461.93,0.01,2286.55
T00436,C111,P009,2024-03-13 06:46:29.189189189,3,338.31,0.16,852.54
T00437,C119,P040,2024-03-13 10:45:45.945945946,1,870.7,0.01,861.99
T00438,C187,P047,2024-03-13 14:45:02.702702702,5,1424.09,0.23,5482.75
T00439,C048,P022,2024-03-13 18:44:19.459459459,1,477.37,0.07,443.95
T00440,C136,P030,2024-03-13 22:43:36.216216216,3,1188.5,0.04,3422.88
T00441,C136,P006,2024-03-14 02:42:52.972972973,2,1231.94,0.19,1995.74
T00442,C199,P009,2024-03-14 06:42:09.729729729,2,1042.56,0.04,2001.72
T00443,C115,P003,2024-03-14 10:41:26.486486486,4,1927.37,0.03,7478.2
T00444,C019,P039,2024-03-14 14:40:43.243243243,5,884.91,0.29,3141.43
T00445,C179,P031,2024-03-14 18:40:00.000000000,4,1069.4,0.22,3336.53
T00446,C001,P048,2024-03-14 22:39:16.756756756,3,1958.26,0.17,4876.07
T00447,C085,P036,2024-03-15 02:38:33.513513513,5,705.07,0.09,3208.07
T00448,C140,P045,2024-03-15 06:37:50.270270270,4,806.24,0.02,3160.46
T00449,C029,P042,2024-03-15 10:37:07.027027027,3,1564.77,0.09,4271.82
T00450,C102,P002,2024-03-15 14:36:23.783783783,1,1295.75,0.26,958.86
T00451,C089,P029,2024-03-15 18:35:40.540540540,2,831.94,0.23,1281.19
T00452,C020,P050,2024-03-15 22:34:57.297297297,3,814.87,0.0,2444.61
T00453,C086,P017,2024-03-16 02:34:14.054054054,1,1227.16,0.18,1006.27
T00454,C153,P009,2024-03-16 06:33:30.810810810,2,1545.5,0.29,2194.61
T00455,C147,P033,2024-03-16 10:32:47.567567567,2,617.92,0.07,1149.33
T00456,C059,P011,2024-03-16 14:32:04.324324324,4,1827.06,0.02,7162.08
T00457,C087,P028,2024-03-16 18:31:21.081081081,1,357.75,0.26,264.74
T00458,C043,P021,2024-03-16 22:30:37.837837837,3,1825.86,0.27,3998.63
T00459,C116,P038,2024-03-17 02:29:54.594594594,1,866.29,0.19,701.69
T00460,C005,P044,2024-03-17 06:29:11.351351351,1,1717.03,0.11,1528.16
T00461,C167,P037,2024-03-17 10:28:28.108108108,3,193.15,0.19,469.35
T00462,C150,P009,2024-03-17 14:27:44.864864864,4,1405.82,0.23,4329.93
T00463,C074,P027,2024-03-17 18:27:01.621621621,3,1188.27,0.02,3493.51
T00464,C199,P007,2024-03-17 22:26:18.378378378,5,897.19,0.2,3588.76
T00465,C048,P015,2024-03-18 02:25:35.135135135,4,1430.53,0.25,4291.59
T00466,C142,P025,2024-03-18 06:24:51.891891891,1,196.17,0.29,139.28
T00467,C140,P041,2024-03-18 10:24:08.648648648,3,1607.99,0.11,4293.33
T00468,C066,P035,2024-03-18 14:23:25.405405405,3,671.61,0.27,1470.83
T00469,C043,P006,2024-03-18 18:22:42.162162162,5,1815.53,0.19,7352.9
T00470,C070,P048,2024-03-18 22:21:58.918918918,4,756.21,0.23,2329.13
T00471,C083,P042,2024-03-19 02:21:15.675675675,5,1812.14,0.13,7882.81
T00472,C165,P036,2024-03-19 06:20:32.432432432,1,234.26,0.17,194.44
T00473,C193,P002,2024-03-19 10:19:49.189189189,4,1772.56,0.14,6097.61
T00474,C129,P018,2024-03-19 14:19:05.945945946,2,1680.17,0.27,2453.05
T00475,C188,P047,2024-03-19 18:18:22.702702702,2,1735.99,0.24,2638.7
T00476,C123,P049,2024-03-19 22:17:39.459459459,5,1175.6,0.04,5642.88
T00477,C001,P034,2024-03-20 02:16:56.216216216,3,105.36,0.06,297.12
T00478,C019,P045,2024-03-20 06:16:12.972972973,2,751.86,0.1,1353.35
T00479,C131,P005,2024-03-20 10:15:29.729729729,1,1200.07,0.28,864.05
T00480,C145,P028,2024-03-20 14:14:46.486486486,3,1065.49,0.03,3100.58
T00481,C035,P010,2024-03-20 18:14:03.243243243,3,1127.02,0.25,2535.8
T00482,C134,P044,2024-03-20 22:13:20.000000000,4,1683.05,0.01,6664.88
T00483,C196,P021,2024-03-21 02:12:36.756756756,2,1288.98,0.1,2320.16
T00484,C047,P049,2024-03-21 06:11:53.513513513,4,666.27,0.25,1998.81
T00485,C055,P013,2024-03-21 10:11:10.270270270,4,1198.61,0.02,4698.55
T00486,C029,P034,2024-03-21 14:10:27.027027027,3,703.98,0.05,2006.34
T00487,C114,P036,2024-03-21 18:09:43.783783783,2,1853.6,0.13,3225.26
T00488,C044,P021,2024-03-21 22:09:00.540540540,2,339.64,0.11,604.56
T00489,C076,P029,2024-03-22 02:08:17.297297297,3,1894.35,0.02,5569.39
T00490,C143,P014,2024-03-22 06:07:34.054054054,4,210.46,0.06,791.33
T00491,C199,P010,2024-03-22 10:06:50.810810810,4,584.15,0.26,1729.08
T00492,C170,P031,2024-03-22 14:06:07.567567567,4,435.74,0.27,1272.36
T00493,C199,P017,2024-03-22 18:05:24.324324324,1,1858.84,0.27,1356.95
T00494,C132,P030,2024-03-22 22:04:41.081081081,3,1244.52,0.18,3061.52
T00495,C007,P007,2024-03-23 02:03:57.837837837,5,1889.02,0.25,7083.83
T00496,C146,P030,2024-03-23 06:03:14.594594594,1,1493.0,0.24,1134.68
T00497,C190,P009,2024-03-23 10:02:31.351351351,5,1752.21,0.13,7622.11
T00498,C178,P045,2024-03-23 14:01:48.108108108,5,893.07,0.16,3750.89
T00499,C148,P032,2024-03-23 18:01:04.864864864,4,501.55,0.03,1946.01
T00500,C035,P049,2024-03-23 22:00:21.621621621,3,743.08,0.17,1850.27
T00501,C069,P045,2024-03-24 01:59:38.378378378,5,786.02,0.23,3026.18
T00502,C016,P001,2024-03-24 05:58:55.135135135,1,1725.21,0.04,1656.2
T00503,C013,P026,2024-03-24 09:58:11.891891891,5,1018.52,0.28,3666.67
T00504,C105,P013,2024-03-24 13:57:28.648648648,3,1252.26,0.22,2930.29
T00505,C043,P020,2024-03-24 17:56:45.405405405,5,971.58,0.04,4663.58
T00506,C044,P011,2024-03-24 21:56:02.162162162,5,1062.95,0.26,3932.91
T00507,C094,P036,2024-03-25 01:55:18.918918918,5,1418.07,0.1,6381.31
T00508,C084,P021,2024-03-25 05:54:35.675675675,2,207.96,0.08,382.65
T00509,C093,P030,2024-03-25 09:53:52.432432432,1,67.03,0.03,65.02
T00510,C169,P029,2024-03-25 13:53:09.189189189,2,1908.0,0.15,3243.6
T00511,C160,P039,2024-03-25 17:52:25.945945945,2,1702.58,0.27,2485.77
T00512,C191,P009,2024-03-25 21:51:42.702702702,1,1024.49,0.09,932.29
T00513,C200,P034,2024-03-26 01:50:59.459459459,4,1074.76,0.19,3482.22
T00514,C069,P022,2024-03-26 05:50:16.216216216,3,1118.22,0.05,3186.93
T00515,C131,P017,2024-03-26 09:49:32.972972973,5,335.52,0.11,1493.06
T00516,C191,P013,2024-03-26 13:48:49.729729729,1,870.77,0.2,696.62
T00517,C153,P011,2024-03-26 17:48:06.486486486,3,456.88,0.1,1233.58
T00518,C027,P015,2024-03-26 21:47:23.243243243,5,703.48,0.14,3024.96
T00519,C007,P038,2024-03-27 01:46:40.000000000,2,540.11,0.28,777.76
T00520,C194,P038,2024-03-27 05:45:56.756756756,3,185.22,0.02,544.55
T00521,C035,P004,2024-03-27 09:45:13.513513513,4,1552.08,0.16,5214.99
T00522,C090,P047,2024-03-27 13:44:30.270270270,2,1733.96,0.08,3190.49
T00523,C011,P035,2024-03-27 17:43:47.027027027,1,1135.66,0.3,794.96
T00524,C187,P034,2024-03-27 21:43:03.783783783,5,1995.88,0.05,9480.43
T00525,C053,P006,2024-03-28 01:42:20.540540540,1,1161.69,0.11,1033.9
T00526,C003,P046,2024-03-28 05:41:37.297297297,2,1802.31,0.12,3172.07
T00527,C155,P005,2024-03-28 09:40:54.054054054,5,1980.98,0.02,9706.8
T00528,C127,P022,2024-03-28 13:40:10.810810810,2,1090.16,0.06,2049.5
T00529,C142,P027,2024-03-28 17:39:27.567567567,2,1053.08,0.2,1684.93
T00530,C166,P043,2024-03-28 21:38:44.324324324,2,620.47,0.01,1228.53
T00531,C024,P038,2024-03-29 01:38:01.081081081,3,605.28,0.06,1706.89
T00532,C033,P034,2024-03-29 05:37:17.837837837,4,755.11,0.09,2748.6
T00533,C144,P045,2024-03-29 09:36:34.594594594,1,1038.34,0.17,861.82
T00534,C064,P034,2024-03-29 13:35:51.351351351,2,207.92,0.05,395.05
T00535,C065,P044,2024-03-29 17:35:08.108108108,4,546.13,0.05,2075.29
T00536,C165,P026,2024-03-29 21:34:24.864864864,2,623.87,0.02,1222.79
T00537,C029,P021,2024-03-30 01:33:41.621621621,1,897.8,0.07,834.95
T00538,C169,P012,2024-03-30 05:32:58.378378378,3,307.38,0.14,793.04
T00539,C140,P042,2024-03-30 09:32:15.135135135,3,1087.36,0.26,2413.94
T00540,C020,P038,2024-03-30 13:31:31.891891891,4,71.4,0.02,279.89
T00541,C194,P010,2024-03-30 17:30:48.648648648,3,723.31,0.19,1757.64
T00542,C192,P018,2024-03-30 21:30:05.405405405,5,226.05,0.05,1073.74
T00543,C038,P044,2024-03-31 01:29:22.162162162,5,994.6,0.26,3680.02
T00544,C142,P049,2024-03-31 05:28:38.918918918,5,1244.38,0.1,5599.71
T00545,C029,P024,2024-03-31 09:27:55.675675675,4,599.13,0.02,2348.59
T00546,C150,P021,2024-03-31 13:27:12.432432432,1,1912.45,0.28,1376.96
T00547,C057,P009,2024-03-31 17:26:29.189189189,5,1413.73,0.04,6785.9
T00548,C143,P034,2024-03-31 21:25:45.945945945,4,323.32,0.09,1176.88
T00549,C003,P012,2024-04-01 01:25:02.702702702,2,429.63,0.09,781.93
T00550,C032,P037,2024-04-01 05:24:19.459459459,3,1575.3,0.27,3449.91
T00551,C066,P040,2024-04-01 09:23:36.216216216,4,1614.32,0.13,5617.83
T00552,C164,P047,2024-04-01 13:22:52.972972972,1,1721.6,0.24,1308.42
T00553,C128,P043,2024-04-01 17:22:09.729729729,2,1095.57,0.02,2147.32
T00554,C070,P040,2024-04-01 21:21:26.486486486,2,761.88,0.19,1234.25
T00555,C097,P015,2024-04-02 01:20:43.243243243,2,1714.66,0.3,2400.52
T00556,C181,P045,2024-04-02 05:20:00.000000000,2,764.56,0.3,1070.38
T00557,C186,P031,2024-04-02 09:19:16.756756756,5,715.94,0.06,3364.92
T00558,C112,P050,2024-04-02 13:18:33.513513513,2,1566.93,0.22,2444.41
T00559,C183,P049,2024-04-02 17:17:50.270270270,4,463.38,0.02,1816.45
T00560,C076,P011,2024-04-02 21:17:07.027027027,1,1488.15,0.2,1190.52
T00561,C085,P025,2024-04-03 01:16:23.783783783,4,594.99,0.21,1880.17
T00562,C073,P030,2024-04-03 05:15:40.540540540,4,764.56,0.2,2446.59
T00563,C077,P041,2024-04-03 09:14:57.297297297,3,1310.77,0.08,3617.73
T00564,C186,P019,2024-04-03 13:14:14.054054054,3,1703.6,0.1,4599.72
T00565,C019,P041,2024-04-03 17:13:30.810810810,3,667.61,0.09,1822.58
T00566,C074,P026,2024-04-03 21:12:47.567567567,2,1068.86,0.15,1817.06
T00567,C078,P021,2024-04-04 01:12:04.324324324,1,1527.32,0.21,1206.58
T00568,C094,P015,2024-04-04 05:11:21.081081081,5,722.0,0.24,2743.6
T00569,C043,P037,2024-04-04 09:10:37.837837837,3,150.33,0.19,365.3
T00570,C086,P048,2024-04-04 13:09:54.594594594,2,278.09,0.08,511.69
T00571,C015,P044,2024-04-04 17:09:11.351351351,1,97.2,0.28,69.98
T00572,C048,P041,2024-04-04 21:08:28.108108108,5,283.09,0.06,1330.52
T00573,C154,P046,2024-04-05 01:07:44.864864864,5,805.65,0.21,3182.32
T00574,C049,P006,2024-04-05 05:07:01.621621621,5,599.73,0.08,2758.76
T00575,C097,P042,2024-04-05 09:06:18.378378378,4,1670.25,0.1,6012.9
T00576,C102,P034,2024-04-05 13:05:35.135135135,1,1194.35,0.17,991.31
T00577,C071,P028,2024-04-05 17:04:51.891891891,2,634.28,0.11,1129.02
T00578,C116,P015,2024-04-05 21:04:08.648648648,4,1283.25,0.08,4722.36
T00579,C196,P011,2024-04-06 01:03:25.405405405,1,776.8,0.06,730.19
T00580,C160,P040,2024-04-06 05:02:42.162162162,4,145.97,0.05,554.69
T00581,C074,P021,2024-04-06 09:01:58.918918918,4,309.06,0.29,877.73
T00582,C026,P009,2024-04-06 13:01:15.675675675,1,1683.91,0.03,1633.39
T00583,C061,P016,2024-04-06 17:00:32.432432432,1,721.55,0.12,634.96
T00584,C173,P023,2024-04-06 20:59:49.189189189,2,769.01,0.15,1307.32
T00585,C126,P015,2024-04-07 00:59:05.945945945,1,1062.26,0.19,860.43
T00586,C016,P029,2024-04-07 04:58:22.702702702,5,1899.62,0.05,9023.19
T00587,C125,P011,2024-04-07 08:57:39.459459459,2,354.2,0.02,694.23
T00588,C006,P011,2024-04-07 12:56:56.216216216,3,776.51,0.17,1933.51
T00589,C178,P012,2024-04-07 16:56:12.972972972,1,1897.04,0.09,1726.31
T00590,C009,P047,2024-04-07 20:55:29.729729729,3,326.89,0.22,764.92
T00591,C084,P049,2024-04-08 00:54:46.486486486,1,742.14,0.0,742.14
T00592,C175,P008,2024-04-08 04:54:03.243243243,3,532.12,0.28,1149.38
T00593,C046,P017,2024-04-08 08:53:19.999999999,5,1148.17,0.25,4305.64
T00594,C037,P010,2024-04-08 12:52:36.756756756,3,1430.08,0.01,4247.34
T00595,C143,P016,2024-04-08 16:51:53.513513513,5,953.55,0.1,4290.98
T00596,C043,P007,2024-04-08 20:51:10.270270270,2,678.54,0.12,1194.23
T00597,C188,P037,2024-04-09 00:50:27.027027026,5,1460.32,0.18,5987.31
T00598,C177,P026,2024-04-09 04:49:43.783783783,2,1135.95,0.24,1726.64
T00599,C070,P038,2024-04-09 08:49:00.540540540,2,1865.2,0.1,3357.36
T00600,C155,P022,2024-04-09 12:48:17.297297297,3,242.96,0.24,553.95
T00601,C056,P029,2024-04-09 16:47:34.054054054,3,414.02,0.21,981.23
T00602,C063,P014,2024-04-09 20:46:50.810810810,3,1213.77,0.12,3204.35
T00603,C110,P048,2024-04-10 00:46:07.567567567,1,1413.14,0.04,1356.61
T00604,C067,P046,2024-04-10 04:45:24.324324324,3,1481.65,0.06,4178.25
T00605,C190,P047,2024-04-10 08:44:41.081081081,5,816.74,0.06,3838.68
T00606,C185,P023,2024-04-10 12:43:57.837837837,3,585.85,0.12,1546.64
T00607,C188,P017,2024-04-10 16:43:14.594594594,2,1405.45,0.16,2361.16
T00608,C034,P049,2024-04-10 20:42:31.351351351,1,1109.91,0.25,832.43
T00609,C097,P016,2024-04-11 00:41:48.108108108,3,88.36,0.01,262.43
T00610,C150,P003,2024-04-11 04:41:04.864864864,4,247.66,0.1,891.58
T00611,C143,P002,2024-04-11 08:40:21.621621621,3,1594.3,0.09,4352.44
T00612,C196,P035,2024-04-11 12:39:38.378378378,3,1107.18,0.23,2557.59
T00613,C003,P014,2024-04-11 16:38:55.135135135,3,1320.99,0.11,3527.04
T00614,C022,P028,2024-04-11 20:38:11.891891891,3,1812.95,0.23,4187.91
T00615,C139,P012,2024-04-12 00:37:28.648648648,5,1748.45,0.15,7430.91
T00616,C020,P010,2024-04-12 04:36:45.405405405,4,762.0,0.24,2316.48
T00617,C108,P007,2024-04-12 08:36:02.162162162,4,1027.61,0.06,3863.81
T00618,C053,P019,2024-04-12 12:35:18.918918918,1,1416.39,0.13,1232.26
T00619,C159,P036,2024-04-12 16:34:35.675675675,3,1087.19,0.23,2511.41
T00620,C130,P019,2024-04-12 20:33:52.432432432,1,1791.03,0.27,1307.45
T00621,C075,P023,2024-04-13 00:33:09.189189189,4,1270.84,0.06,4778.36
T00622,C091,P003,2024-04-13 04:32:25.945945945,3,663.94,0.18,1633.29
T00623,C084,P028,2024-04-13 08:31:42.702702702,4,944.8,0.2,3023.36
T00624,C050,P009,2024-04-13 12:30:59.459459459,3,1645.87,0.27,3604.46
T00625,C118,P037,2024-04-13 16:30:16.216216216,4,1659.52,0.13,5775.13
T00626,C096,P014,2024-04-13 20:29:32.972972972,1,1451.9,0.05,1379.31
T00627,C110,P013,2024-04-14 00:28:49.729729729,1,1680.4,0.07,1562.77
T00628,C011,P030,2024-04-14 04:28:06.486486486,4,1841.7,0.05,6998.46
T00629,C142,P042,2024-04-14 08:27:23.243243242,1,664.78,0.28,478.64
T00630,C006,P021,2024-04-14 12:26:40.000000000,3,90.68,0.23,209.47
T00631,C092,P048,2024-04-14 16:25:56.756756756,3,1086.42,0.22,2542.22
T00632,C131,P011,2024-04-14 20:25:13.513513512,3,569.68,0.09,1555.23
T00633,C200,P024,2024-04-15 00:24:30.270270270,4,501.23,0.12,1764.33
T00634,C199,P003,2024-04-15 04:23:47.027027026,1,1161.66,0.23,894.48
T00635,C031,P012,2024-04-15 08:23:03.783783784,4,1355.92,0.28,3905.05
T00636,C075,P032,2024-04-15 12:22:20.540540540,3,1133.37,0.27,2482.08
T00637,C052,P031,2024-04-15 16:21:37.297297296,1,1568.4,0.29,1113.56
T00638,C129,P034,2024-04-15 20:20:54.054054054,3,401.59,0.01,1192.72
T00639,C009,P035,2024-04-16 00:20:10.810810810,5,1228.99,0.13,5346.11
T00640,C146,P001,2024-04-16 04:19:27.567567566,5,989.31,0.1,4451.89
T00641,C014,P043,2024-04-16 08:18:44.324324324,2,1209.6,0.25,1814.4
T00642,C082,P022,2024-04-16 12:18:01.081081080,3,1610.18,0.3,3381.38
T00643,C021,P025,2024-04-16 16:17:17.837837838,1,649.16,0.28,467.4
T00644,C053,P024,2024-04-16 20:16:34.594594594,5,1639.29,0.08,7540.73
T00645,C097,P042,2024-04-17 00:15:51.351351350,2,882.98,0.28,1271.49
T00646,C021,P002,2024-04-17 04:15:08.108108108,1,1979.42,0.23,1524.15
T00647,C198,P002,2024-04-17 08:14:24.864864864,4,1132.52,0.07,4212.97
T00648,C065,P037,2024-04-17 12:13:41.621621622,3,1579.78,0.1,4265.41
T00649,C172,P006,2024-04-17 16:12:58.378378378,5,260.95,0.02,1278.65
T00650,C085,P037,2024-04-17 20:12:15.135135134,5,169.05,0.15,718.46
T00651,C070,P003,2024-04-18 00:11:31.891891892,2,1469.13,0.02,2879.49
T00652,C136,P049,2024-04-18 04:10:48.648648648,4,662.15,0.19,2145.37
T00653,C185,P041,2024-04-18 08:10:05.405405404,4,711.98,0.01,2819.44
T00654,C106,P010,2024-04-18 12:09:22.162162162,5,822.67,0.04,3948.82
T00655,C112,P050,2024-04-18 16:08:38.918918918,2,918.76,0.14,1580.27
T00656,C130,P030,2024-04-18 20:07:55.675675676,4,991.82,0.05,3768.92
T00657,C074,P026,2024-04-19 00:07:12.432432432,1,941.94,0.01,932.52
T00658,C038,P033,2024-04-19 04:06:29.189189188,3,697.28,0.09,1903.57
